NameofSatellite	Country	Owner	Users	Purpose	ClassofOrbit	Perigeekm	Apogeekm	Eccentricity	Inclinationdegrees	Radius	Periodminutes	LaunchMass	DateofLaunch	ExpectedLifetime	LaunchSite	LaunchVehicle	major	minor	focus	theta	x	y	cx	cy	r
Star One C4	Brazil	"Embratel Star One,Brazil"	Commercial	Communications	GEO	35786	35801	0.000178	0	0.5634000	1436.100	5634.00	15/07/2015	15 yrs.	Guiana Space Center	Ariane 5 ECA	35793.50000	35793.49943	6.37124	0	35793.5	0	6.37124	0	35793.5
Star One D1	NR (1/17)	"Embratel Star One,Brazil"	Commercial	Communications	GEO	35741	35777	0.000427	0	0.6433000	1434.700	6433.00	21/12/2016	15 yrs.	Guiana Space Center	Ariane 5	35759.00000	35758.99674	15.26909	0	35759	0	15.26909	0	35759
STARE-B (Horus [Space-Based Telescopes for Actionable Refinement of Ephemeris])	USA	"National Reconaissance Office,USA"	Military	Space Science	LEO	500	506	0.000436	40.5	0.0003000	94.600	3.00	19/11/2013	null	Wallops Island Flight Facility	Minotaur 1	503.00000	502.99995	0.21931	0	503	0	0.21931	0	503
STARS-1 Kukai 	NR	"Kagawa University,Japan"	Civil	Technology Development	LEO	647	667	0.00142	98.03	0.0007000	97.880	7.00	23/01/2009	null	Tanegashima Space Center	H-2A	657.00000	656.99934	0.93294	0	657	0	0.93294	0	657
STARS-C Oyaki	NR (1/17)	"Shizuoka University,Japan"	Civil	Technology Development	LEO	400	406	0.000443	51.64	0.0090000	92.620	90.00	19/12/2016	null	International Space Station	J-SSOD 5	403.00000	402.99996	0.17853	0	403	0	0.17853	0	403
STPSat-2 (USA 217)	USA	"USAF Space Test Program,USA"	Military	Technology Development	LEO	650	650	0	72	0.0180000	97.730	180.00	20/11/2010	1 yr.	Kodiak Launch Complex	Minotaur 4	650.00000	650.00000	0	0	650	0	0	0	650
STPSat-3 (Space Test Program Satellite-3) 	USA	"US Air Force,USA"	Military	Technology Development	LEO	497	507	0.000728	40.51	0.0137000	94.660	137.00	19/11/2013	3 yrs.	Wallops Island Flight Facility	Minotaur 1	502.00000	501.99987	0.36546	0	502	0	0.36546	0	502
"STRaND-1 (Surrey Training, Research and Nanosatellite Demonstrator 1)"	United Kingdom	"Surrey Satellite Technologies Ltd. (),United Kingdom"	Commercial	Technology Development	LEO	772	783	0.000769	98.6	0.0004000	100.400	4.00	25/02/2013	null	Satish Dhawan Space Centre	PSLV	777.50000	777.49977	0.5979	0	777.5	0	0.5979	0	777.5
Strela 3 (Cosmos 2385)	Russia	"Ministry of Defense,Russia"	Military	Communications	LEO	1417	1425	0.000513	82.5	0.0225000	114.200	225.00	27/12/2001	3 yrs.	Plesetsk Cosmodrome	Tsyklon 3	1421.00000	1420.99981	0.72897	0	1421	0	0.72897	0	1421
Strela 3 (Cosmos 2386)	Russia	"Ministry of Defense,Russia"	Military	Communications	LEO	1415	1419	0.000257	82.5	0.0225000	114.200	225.00	27/12/2001	3 yrs.	Plesetsk Cosmodrome	Tsyklon 3	1417.00000	1416.99995	0.36417	0	1417	0	0.36417	0	1417
Strela 3 (Cosmos 2390)	Russia	"Ministry of Defense,Russia"	Military	Communications	LEO	1468	1506	0.00242	8.5	0.0225000	115.700	225.00	08/07/2002	3 yrs.	Plesetsk Cosmodrome	Kosmos 3M	1487.00000	1486.99565	3.59854	0	1487	0	3.59854	0	1487
Strela 3 (Cosmos 2391)	Russia	"Ministry of Defense,Russia"	Military	Communications	LEO	1466	1506	0.00255	82.5	0.0225000	115.700	225.00	08/07/2002	3 yrs.	Plesetsk Cosmodrome	Kosmos 3M	1486.00000	1485.99517	3.7893	0	1486	0	3.7893	0	1486
Strela 3 (Cosmos 2400)	Russia	"Ministry of Defense,Russia"	Military	Communications	LEO	1467	1503	0.00229	82.5	0.0225000	115.700	225.00	19/08/2003	3 yrs.	Plesetsk Cosmodrome	Kosmos 3M	1485.00000	1484.99611	3.40065	0	1485	0	3.40065	0	1485
Strela 3 (Cosmos 2401)	Russia	"Ministry of Defense,Russia"	Military	Communications	LEO	1465	1502	0.00236	82.5	0.0225000	115.600	225.00	19/08/2003	3 yrs.	Plesetsk Cosmodrome	Kosmos 3M	1483.50000	1483.49587	3.50106	0	1483.5	0	3.50106	0	1483.5
Strela 3 (Cosmos 2408)	Russia	"Ministry of Defense,Russia"	Military	Communications	LEO	1471	1495	0.00153	82.5	0.0225000	115.500	225.00	23/09/2004	3 yrs.	Plesetsk Cosmodrome	Kosmos 3M	1483.00000	1482.99826	2.26899	0	1483	0	2.26899	0	1483
Strela 3 (Cosmos 2409)	Russia	"Ministry of Defense,Russia"	Military	Communications	LEO	1474	1495	0.00134	82.5	0.0225000	115.600	225.00	23/09/2004	3 yrs.	Plesetsk Cosmodrome	Kosmos 3M	1484.50000	1484.49867	1.98923	0	1484.5	0	1.98923	0	1484.5
STSat-2C	South Korea	"Korea Aerospace Research Institute (KARI),South Korea"	Government	Technology Development	LEO	298	1482	0.0815	80.28	0.0093000	102.770	93.00	30/01/2013	2 yrs.	Naro Space Center	Naro-1	890.00000	887.03927	72.535	0	890	0	72.535	0	890
STSat-3	South Korea	"Korea Aerospace Research Institute (KARI),South Korea"	Government	Technology Development	LEO	593	626	0.00236	97.81	0.0150000	96.880	150.00	21/11/2013	2 yrs.	Dombarovsky Air Base	Dnepr	609.50000	609.49830	1.43842	0	609.5	0	1.43842	0	609.5
"STSS ATRR (Space Tracking and Surveillance System Advanced Technology Risk Reduction Satellite, USA 205)"	USA	"Missile Defense Agency (MDA),USA"	Military	Technology Development	LEO	867	879	0.000828	98.93	0.2240000	102.410	2240.00	05/05/2009	null	Vandenberg AFB	Delta 2	873.00000	872.99970	0.72284	0	873	0	0.72284	0	873
STSS Demo-1 (Space Tracking and Surveillance System Demonstrator)	USA	"Missile Defense Agency (MDA),USA"	Military	Technology Development	LEO	1347	1352	0.000324	58	0.2240000	112.680	2240.00	25/09/2009	2-4 yrs.	Cape Canaveral	Delta 2	1349.50000	1349.49993	0.43724	0	1349.5	0	0.43724	0	1349.5
STSS Demo-2 (Space Tracking and Surveillance System Demonstrator)	USA	"Missile Defense Agency (MDA),USA"	Military	Technology Development	LEO	1339	1351	0.000778	58	0.2240000	112.580	2240.00	25/09/2009	2-4 yrs.	Cape Canaveral	Delta 2	1345.00000	1344.99959	1.04641	0	1345	0	1.04641	0	1345
Suchai (Satellite of the University of Chile for Aerospace Investigation)	NR (10/17)	"University of Chile,Chile"	Civil	Technology Development	LEO	496	512	0.00116	97.45	0.0001000	94.600	1.00	23/06/2017	null	Satish Dhawan Space Centre	PSLV	504.00000	503.99966	0.58464	0	504	0	0.58464	0	504
Superbird 7 (Superbird C2)	Japan	"Sky Perfect JSAT Corporation,Japan"	Commercial	Communications	GEO	35778	35794	0.00019	0.12	0.5000000	1436.100	5000.00	14/08/2008	15 yrs.	Guiana Space Center	Ariane 5 ECA	35786.00000	35785.99935	6.79935	0	35786	0	6.79935	0	35786
Superbird-B2 (Superbird 4)	Japan	"Sky Perfect JSAT Corporation,Japan"	Commercial	Communications	GEO	35779	35793	0.000166	0.01	0.4051000	1436.090	4051.00	18/02/2000	10 yrs.	Guiana Space Center	Ariane 44L	35786.00000	35785.99951	5.94048	0	35786	0	5.94048	0	35786
Superview 1-01 (GaoJing 1-01)	NR (1/17)	"Siwei Star Co. Ltd.,China"	Commercial	Earth Observation	LEO	530	530	0	97.6	0.0560000	95.100	560.00	28/12/2016	8 yrs.	Taiyuan Launch Center	Long March 2D	530.00000	530.00000	0	0	530	0	0	0	530
Superview 1-02 (GaoJing 1-02)	NR (1/17)	"Siwei Star Co. Ltd.,China"	Commercial	Earth Observation	LEO	530	530	0	97.6	0.0560000	95.100	560.00	28/12/2016	8 yrs.	Taiyuan Launch Center	Long March 2D	530.00000	530.00000	0	0	530	0	0	0	530
SWARM-A	ESA	"European Space Agency (ESA),ESA"	Government	Earth Observation	LEO	473	476	0.000219	87.3	0.0468000	93.900	468.00	22/11/2013	4 yrs.	Plesetsk Cosmodrome	Rokot	474.50000	474.49999	0.10392	0	474.5	0	0.10392	0	474.5
SWARM-B	ESA	"European Space Agency (ESA),ESA"	Government	Earth Observation	LEO	473	476	0.000219	87.3	0.0468000	93.900	468.00	22/11/2013	4 yrs.	Plesetsk Cosmodrome	Rokot	474.50000	474.49999	0.10392	0	474.5	0	0.10392	0	474.5
SWARM-C	ESA	"European Space Agency (ESA),ESA"	Government	Earth Observation	LEO	486	496	0.000729	87.5	0.0468000	94.000	468.00	22/11/2013	4 yrs.	Plesetsk Cosmodrome	Rokot	491.00000	490.99987	0.35794	0	491	0	0.35794	0	491
Swayam	NR (12/16)	"College of Engineering, Pune,India"	Civil	Technology Development	LEO	500	518	0.00131	97.5	0.0001000	94.700	1.00	22/06/2016	null	Satish Dhawan Space Centre	PSLV XL	509.00000	508.99956	0.66679	0	509	0	0.66679	0	509
Swift 	USA	"Goddard Space Flight Center/Penn State University,USA/United Kingdom/Italy"	Government/Civil	Space Science	LEO	571	590	0.00137	20.6	0.1463000	96.300	1463.00	20/11/2004	7 yrs.	Cape Canaveral	Delta 7320	580.50000	580.49946	0.79529	0	580.5	0	0.79529	0	580.5
SwissCube	NR	"Ecole Polytechnique Fí©dí©rale de Lausanne (EPFL),Switzerland"	Civil	Technology Development	LEO	710	720	0.000706	98.3	0.0001000	99.100	1.00	23/09/2009	.25-1 yr.	Satish Dhawan Space Centre	PSLV	715.00000	714.99982	0.50479	0	715	0	0.50479	0	715
Syracuse 3A (Systeme de Radio Communications Utilisant un Satellite)	France	"Defense Ministry,France"	Military	Communications	GEO	35778	35792	0.000166	0	0.3725000	1436.060	3725.00	13/10/2005	12 yrs.	Guiana Space Center	Ariane 5	35785.00000	35784.99951	5.94034	0	35785	0	5.94034	0	35785
Syracuse 3B (Systeme de Radio Communications Utilisant un Satellite)	France	"Defense Ministry,France"	Military	Communications	GEO	35772	35801	0.000344	0.03	0.3750000	1436.090	3750.00	11/08/2006	12 yrs.	Guiana Space Center	Ariane 5	35786.50000	35786.49788	12.31057	0	35786.5	0	12.31057	0	35786.5
TacSat 4	USA	"Naval Research Laboratory,USA"	Military	Technology Development	Elliptical	658	11836	0.443	63.64	0.0450000	235.160	450.00	27/09/2011	null	Kodiak Launch Complex	Minotaur 4	6247.00000	5600.57051	2767.421	0	6247	0	2767.421	0	6247
TacSat 6	NR	"Operational Responsive Space (ORS) Office,USA"	Military	Technology Development	LEO	443	886	0.0315	120.3	0.0450000	98.000	450.00	05/12/2013	null	Vandenberg AFB	Atlas 5	664.50000	664.17024	20.93175	0	664.5	0	20.93175	0	664.5
TanDEM-X (TerraSAR-X add-on for Digital Elevation Measurement)	Germany	"German Aerospace Center (DLR)/Astrium,Germany"	Government	Earth Observation	LEO	507	510	0.000218	97.4	0.1350000	94.800	1350.00	21/06/2010	5 yrs.	Baikonur Cosmodrome	Dnepr	508.50000	508.49999	0.11085	0	508.5	0	0.11085	0	508.5
"Tango (part of Cluster quartet, Cluster 2 FM8)"	ESA	"European Space Agency (and 250 international scientific investigators),ESA"	Government	Space Science	Elliptical	17313	120961	0.686	90.7	0.1200000	3442.000	1200.00	09/08/2000	4 yrs.	Baikonur Cosmodrome	Soyuz	69137.00000	50304.18762	47427.982	0	69137	0	47427.982	0	69137
"TanSat (Tan Weixing, Carbon Satellite)"	NR (1/17)	"China Meteorological Administration,China"	Government	Earth Observation	LEO	690	718	0.00198	98.1	0.0620000	98.860	620.00	21/12/2016	3 yrs.	Jiuquan Satellite Launch Center	Long March 2D	704.00000	703.99862	1.39392	0	704	0	1.39392	0	704
Tanyusha YuZGU-1 (Radioskaf RS-6)	NR (10/17)	"Tomsk Polytechnic University/Southwestern State University,USA/Russia"	Civil	Communications	LEO	397	407	0.000738	51.6	0.0005000	92.600	5.00	17/08/2017	null	International Space Station	Manual Deployment	402.00000	401.99989	0.29668	0	402	0	0.29668	0	402
Tanyusha YuZGU-2 (Radioskaf RS-7)	NR (10/17)	"Tomsk Polytechnic University/Southwestern State University,USA/Russia"	Civil	Communications	LEO	398	409	0.000812	51.6	0.0005000	92.600	5.00	17/08/2017	null	International Space Station	Manual Deployment	403.50000	403.49987	0.32764	0	403.5	0	0.32764	0	403.5
"TDRS-10 (Tracking and Data Relay Satellite, TDRS-J)"	USA	"National Aeronautics and Space Administration (NASA),USA"	Government	Communications	GEO	35768	35802	0.000403	1.64	0.3180000	1436.040	3180.00	04/12/2002	11 yrs.	Cape Canaveral	Atlas 2A	35785.00000	35784.99709	14.42135	0	35785	0	14.42135	0	35785
"TDRS-11 (Tracking and Data Relay Satellite, TDRS K)"	USA	"National Aeronautics and Space Administration (NASA)/Goddard Space Flight Center,USA"	Government	Communications	GEO	35732	35844	0.00133	7	0.3454000	1436.180	3454.00	31/01/2013	15 yrs.	Cape Canaveral	Atlas 5	35788.00000	35787.96835	47.59804	0	35788	0	47.59804	0	35788
"TDRS-12 (Tracking and Data Relay Satellite, TDRS L)"	USA	"National Aeronautics and Space Administration (NASA),USA"	Government	Communications	GEO	35780	35785	0.0000593	6.99	0.3454000	1435.880	3454.00	23/01/2014	15 yrs.	Cape Canaveral	Atlas 5	35782.50000	35782.49994	2.12183	0	35782.5	0	2.12183	0	35782.5
"TDRS-13 (Tracking and Data Relay Satellite, TDRS M)"	NR (10/17)	"National Aeronautics and Space Administration (NASA),USA"	Government	Communications	GEO	35755	35813	0.000688	0	0.3452000	1436.000	3452.00	18/08/2017	15 yrs.	Cape Canaveral	Atlas 5	35784.00000	35783.99153	24.61939	0	35784	0	24.61939	0	35784
"TDRS-3 (Tracking and Data Relay Satellite, TDRS-C) "	USA	"National Aeronautics and Space Administration (NASA),USA"	Government	Communications	GEO	35693	35878	0.00219	11.53	0.3180000	1436.060	3180.00	29/09/1988	10 yrs.	Cape Canaveral	Space Shuttle (STS 26)	35785.50000	35785.41418	78.37024	0	35785.5	0	78.37024	0	35785.5
"TDRS-5 (Tracking and Data Relay Satellite, TDRS-E)"	USA	"SES Americom (SES [Socií©tí© Europí©enne des Satellites (SES)]),USA"	Government/Commercial	Communications	GEO	35773	35796	0.000273	9.4	0.3180000	1436.990	3180.00	02/08/1991	10 yrs.	Cape Canaveral	Space Shuttle (STS 43)	35784.50000	35784.49867	9.76916	0	35784.5	0	9.76916	0	35784.5
"TDRS-6 (Tracking and Data Relay Satellite, TDRS-F)"	USA	"National Aeronautics and Space Administration (NASA)/SES Americom (SES [Socií©tí© Europí©enne des Satellites (SES)]),USA"	Government/Commercial	Communications	GEO	35773	35787	0.000166	8.74	0.3180000	1435.700	3180.00	13/01/1993	10 yrs.	Cape Canaveral	Space Shuttle (STS 54)	35780.00000	35779.99951	5.9395	0	35780	0	5.9395	0	35780
"TDRS-7 (Tracking and Data Relay Satellite, TDRS-G)"	USA	"National Aeronautics and Space Administration (NASA),USA"	Government	Communications	GEO	35767	35803	0.000427	10.6	0.3180000	1436.040	3180.00	13/07/1995	10 yrs.	Cape Canaveral	Space Shuttle (STS 70)	35785.00000	35784.99674	15.28019	0	35785	0	15.28019	0	35785
"TDRS-8 (Tracking and Data Relay Satellite, TDRS-H)"	USA	"National Aeronautics and Space Administration (NASA),USA"	Government	Communications	GEO	35768	35808	0.000474	0.9	0.3180000	1436.200	3180.00	30/06/2000	11 yrs.	Cape Canaveral	Atlas 2A	35788.00000	35787.99598	16.96351	0	35788	0	16.96351	0	35788
"TDRS-9 (Tracking and Data Relay Satellite, TDRS-I)"	USA	"National Aeronautics and Space Administration (NASA),USA"	Government	Communications	GEO	35768	35809	0.000486	0.02	0.3180000	1436.110	3180.00	08/03/2002	11 yrs.	Cape Canaveral	Atlas 2A	35788.50000	35788.49577	17.39321	0	35788.5	0	17.39321	0	35788.5
TechDemoSat-1	United Kingdom	"Technology Strategy Board,United Kingdom"	Government	Technology Development	LEO	625	631	0.000429	98.4	0.0150000	97.270	150.00	08/07/2014	null	Baikonur Cosmodrome	Soyuz-2.1b	628.00000	627.99994	0.26941	0	628	0	0.26941	0	628
Technosat	NR (10/17)	"Technical University Berlin,Germany"	Civil	Technology Demonstration	LEO	586	605	0.00136	97.6	0.0018000	96.600	18.00	14/07/2017	2 yrs.	Baikonur Cosmodrome	Soyuz 2.1a	595.50000	595.49945	0.80988	0	595.5	0	0.80988	0	595.5
"TecSAR (Ofeq 8, Polaris)"	NR	"Defense Ministry,Israel"	Military	Earth Observation	LEO	405	580	0.0128	41.03	0.0300000	94.500	300.00	21/01/2008	null	Satish Dhawan Space Centre	PSLV C10	492.50000	492.45965	6.304	0	492.5	0	6.304	0	492.5
TeLEOS 1	NR	"AgilSpace,Singapore"	Commercial	Earth Observation	LEO	535	550	0.00108	15	0.0400000	95.500	400.00	16/12/2015	5 yrs.	Satish Dhawan Space Centre	PSLV C29	542.50000	542.49968	0.5859	0	542.5	0	0.5859	0	542.5
Telkom 2	Indonesia	"PT Telkomunikasi,Indonesia"	Commercial	Communications	GEO	35781	35793	0.000142	0.04	0.1930000	1436.100	1930.00	16/11/2005	15 yrs.	Guiana Space Center	Ariane 5 ECA	35787.00000	35786.99964	5.08172	0	35787	0	5.08172	0	35787
Telkom 3S	NR (9/17)	"PT Telkomunikasi,Indonesia"	Commercial	Communications	GEO	35780	35795	0.000178	0	0.3550000	1436.100	3550.00	14/02/2017	18 yrs.	Guiana Space Center	Ariane 5 ECA	35787.50000	35787.49943	6.3702	0	35787.5	0	6.3702	0	35787.5
Telstar 11N	NR	"Telesat Canada Ltd. (BCE, Inc.),Canada"	Commercial	Communications	GEO	35774	35801	0.00032	0.04	0.4010000	1436.130	4010.00	26/02/2009	15 yrs.	Sea Launch Odyssey	Zenit 3SLB	35787.50000	35787.49817	11.452	0	35787.5	0	11.452	0	35787.5
Telstar 12 (Orion 2)	USA	"Eutelsat -- leased from Loral Skynet Satellite Services (Loral Global Alliance) ,Multinational"	Commercial	Communications	GEO	35773	35799	0.000308	0.05	0.3878000	1436.090	3878.00	19/10/1999	13 yrs.	Guiana Space Center	Ariane 44LP	35786.00000	35785.99830	11.02208	0	35786	0	11.02208	0	35786
Telstar 12V (Telstar 12 Vantage)	NR	"Telesat Canada Ltd. (BCE, Inc.),Canada"	Commercial	Communications	GEO	35645	35727	0.000975	0.1	0.4900000	1436.100	4900.00	24/11/2015	15 yrs.	Tanegashima Space Center	H-2A	35686.00000	35685.98304	34.79385	0	35686	0	34.79385	0	35686
Telstar 14R (Estrela do Sul 2)	Brazil	"Telesat Canada Ltd. (BCE, Inc.),Canada"	Commercial	Communications	GEO	35783	35791	0.0000949	0.02	0.4970000	1436.100	4970.00	20/05/2011	15 yrs.	Baikonur Cosmodrome	Proton	35787.00000	35786.99984	3.3962	0	35787	0	3.3962	0	35787
Telstar 18 (Apstar 5)	NR	"Loral Skynet Satellite Services (Loral Global Alliance)/APT Satellite Holdings Ltd.,Multinational"	Commercial	Communications	GEO	35778	35795	0.000202	0.01	0.4640000	1436.100	4640.00	29/06/2004	13 yrs.	Sea Launch Odyssey	Zenit 3SL	35786.50000	35786.49927	7.22889	0	35786.5	0	7.22889	0	35786.5
TerraSAR-XŒæ1 (Terra Synthetic Aperture Radar X-Band)	Germany	"German Aerospace Center (DLR)/Infoterra,Germany"	Government/Commercial	Earth Observation	LEO	507	509	0.000145	97.5	0.1230000	94.800	1230.00	15/06/2007	5 yrs.	Baikonur Cosmodrome	Dnepr	508.00000	507.99999	0.07366	0	508	0	0.07366	0	508
TerraStar 1	USA	"TerraStar Corporation,USA"	Commercial	Communications	GEO	35783	35791	0.0000949	5.94	0.6910000	1436.110	6910.00	01/07/2009	15 yrs.	Guiana Space Center	Ariane 5 ECA	35787.00000	35786.99984	3.3962	0	35787	0	3.3962	0	35787
"TET-1 (Technologieerprobungstrí_ger 1, Technology Experiment Carrier)"	Germany	"German Aerospace Center,Germany"	Commercial	Technology Development	LEO	501	505	0.000291	97.5	0.0120000	94.700	120.00	22/07/2012	1 yr.	Baikonur Cosmodrome	Soyuz-Fregat	503.00000	502.99998	0.14637	0	503	0	0.14637	0	503
"Thaicom-4 (Ipstar 1, Measat 5)"	NR	"Thaicom Public Company Ltd. ,Thailand"	Commercial	Communications	GEO	35775	35798	0.000273	0	0.6505000	1436.100	6505.00	11/08/2005	12 yrs.	Guiana Space Center	Ariane 5G	35786.50000	35786.49867	9.76973	0	35786.5	0	9.76973	0	35786.5
Thaicom-5	NR	"Thaicom Public Company Ltd. ,Thailand"	Commercial	Communications	GEO	35777	35796	0.000225	0.04	0.2800000	1436.100	2800.00	27/05/2006	12 yrs.	Guiana Space Center	Ariane 5 ECA	35786.50000	35786.49909	8.05198	0	35786.5	0	8.05198	0	35786.5
Thaicom-6	NR	"Thaicom Public Company Ltd. ,Thailand"	Commercial	Communications	GEO	35786	35796	0.000119	0.05	0.3325000	1436.300	3325.00	06/01/2014	15 yrs.	Cape Canaveral	Falcon 9	35791.00000	35790.99975	4.25914	0	35791	0	4.25914	0	35791
Thaicom-8	NR (12/16)	"Thaicom Public Company Ltd. ,Thailand"	Commercial	Communications	GEO	35843	35890	0.000556	0.03	0.3025000	1440.090	3025.00	27/05/2016	15 yrs.	Cape Canaveral	Falcon 9	35866.50000	35866.49446	19.94177	0	35866.5	0	19.94177	0	35866.5
THEMIS A (Time History of Events and Macroscale Interactions during Substorms) 	USA	"National Aeronautics and Space Administration (NASA)/University of California, Berkeley (in partnership with Germany, France, Austria, Canada),Multinational"	Government/Civil	Space Science	Elliptical	461	87304	0.864	15.7	0.0126000	1868.980	126.00	17/02/2007	2 yrs.	Cape Canaveral	Delta 2	43882.50000	22094.47923	37914.48	0	43882.5	0	37914.48	0	43882.5
THEMIS D (Time History of Events and Macroscale Interactions during Substorms) 	USA	"National Aeronautics and Space Administration (NASA)/University of California, Berkeley (in partnership with Germany, France, Austria, Canada),Multinational"	Government/Civil	Space Science	Elliptical	467	87260	0.864	15.7	0.0126000	1867.910	126.00	17/02/2007	2 yrs.	Cape Canaveral	Delta 2	43863.50000	22084.91289	37898.064	0	43863.5	0	37898.064	0	43863.5
THEMIS E (Time History of Events and Macroscale Interactions during Substorms) 	USA	"National Aeronautics and Space Administration (NASA)/University of California, Berkeley (in partnership with Germany, France, Austria, Canada),Multinational"	Government/Civil	Space Science	Elliptical	474	87526	0.864	15.7	0.0126000	1875.530	126.00	17/02/2007	2 yrs.	Cape Canaveral	Delta 2	44000.00000	22153.63952	38016	0	44000	0	38016	0	44000
THEOS (Thailand Earth Observation System)	Thailand	"Geo-Informatics and Space Technology Development Agency (GISTDA),Thailand"	Government	Earth Observation	LEO	824	826	0.000139	98.7	0.0750000	101.400	750.00	01/10/2008	5 yrs.	Dombarovsky Air Base	Dnepr	825.00000	824.99999	0.11467	0	825	0	0.11467	0	825
Thor-3 	Norway	"Telenor Satellite Broadcasting,Norway"	Commercial	Communications	GEO	35777	35795	0.000213	0.07	0.1400000	1436.070	1400.00	10/06/1998	12 yrs.	Cape Canaveral	Delta 2	35786.00000	35785.99919	7.62243	0	35786	0	7.62243	0	35786
Thor-5 (Thor 2R)	Norway	"Telenor Satellite Broadcasting,Norway"	Commercial	Communications	GEO	35773	35798	0.000297	0.01	0.2024000	1436.100	2024.00	11/02/2008	15 yrs.	Baikonur Cosmodrome	Proton M	35785.50000	35785.49842	10.62829	0	35785.5	0	10.62829	0	35785.5
Thor-6	Norway	"Telenor Satellite Broadcasting,Norway"	Commercial	Communications	GEO	35779	35794	0.000178	0.02	0.3050000	1436.100	3050.00	29/10/2009	15 yrs.	Guiana Space Center	Ariane 5	35786.50000	35786.49943	6.37	0	35786.5	0	6.37	0	35786.5
Thor-7	Norway	"Telenor Satellite Broadcasting,Norway"	Commercial	Communications	GEO	35727	35741	0.000166	0	0.4600000	1433.400	4600.00	26/04/2015	15 yrs.	Guiana Space Center	Ariane 5	35734.00000	35733.99951	5.93183	0	35734	0	5.93183	0	35734
Thuraya 2 	United Arab Emirates	"Thuraya Satellite Communications,United Arab Emirates"	Commercial	Communications	GEO	35764	35807	0.00051	2.99	0.5250000	1436.070	5250.00	10/06/2003	12 yrs.	Sea Launch Odyssey	Zenit 3SL	35785.50000	35785.49535	18.2506	0	35785.5	0	18.2506	0	35785.5
Thuraya 3	United Arab Emirates	"Thuraya Satellite Communications,United Arab Emirates"	Commercial	Communications	GEO	35766	35807	0.000486	5.84	0.5180000	1436.100	5180.00	15/01/2008	12 yrs.	Sea Launch Odyssey	Zenit 3SL	35786.50000	35786.49577	17.39223	0	35786.5	0	17.39223	0	35786.5
Tiangong-1 (TG-1)	China	"Beijing Aerospace Flight Control Center,China"	Government	Technology Development	LEO	360	361	0.0000743	42.8	0.8506000	91.800	8506.00	29/09/2011	2 yrs.	Jiuquan Satellite Launch Center	Long March 2F	360.50000	360.50000	0.02679	0	360.5	0	0.02679	0	360.5
Tianhui 1-01	China	"China Aerospace Science and Technology Corporation (CASC),China"	Government	Earth Observation	LEO	488	504	0.00117	97.4	0.2500000	94.500	2500.00	24/08/2010	null	Jiuquan Satellite Launch Center	Long March 2D	496.00000	495.99966	0.58032	0	496	0	0.58032	0	496
Tianhui 1-02	China	"China Aerospace Science and Technology Corporation (CASC),China"	Government	Earth Observation	LEO	485	505	0.00146	97.4	0.2500000	94.500	2500.00	06/05/2012	null	Jiuquan Satellite Launch Center	Long March 2D	495.00000	494.99947	0.7227	0	495	0	0.7227	0	495
Tianhui 1-03	NR	"China Aerospace Science and Technology Corporation (CASC),China"	Government	Earth Observation	LEO	489	500	0.000801	97.36	0.2500000	94.500	2500.00	26/10/2015	null	Jiuquan Satellite Launch Center	Long March 2D	494.50000	494.49984	0.39609	0	494.5	0	0.39609	0	494.5
Tiankun-1	NR (9/17)	"Chinese Academy of Launch Vehicle Technology (CASIC),China"	Government	Earth Observation/Technology Development	LEO	384	406	0.00163	96.9	0.2400000	92.400	2400.00	02/03/2017	null	Jiuquan Satellite Launch Center	KT-2	395.00000	394.99948	0.64385	0	395	0	0.64385	0	395
"TianLian 1 (TL-1-01, CTDRS)"	China	"China Aerospace Science and Technology Corp. (CASC),China"	Government	Communications	GEO	35769	35813	0.000522	0.06	0.3750000	1436.080	3750.00	25/04/2008	null	Xichang Satellite Launch Center	Long March 3C	35791.00000	35790.99512	18.68291	0	35791	0	18.68291	0	35791
"TianLian 2 (TL-1-02, CTDRS)"	China	"China Aerospace Science and Technology Corp. (CASC),China"	Government	Communications	GEO	37778	37794	0.000181	1	0.2250000	1436.100	2250.00	11/07/2011	null	Xichang Satellite Launch Center	Long March 3C	37786.00000	37785.99938	6.83925	0	37786	0	6.83925	0	37786
"TianLian 3 (TL-1-03, CTDRS)"	China	"China Aerospace Science and Technology Corp. (CASC),China"	Government	Communications	GEO	35768	35802	0.000403	2.04	0.2200000	1436.000	2200.00	25/07/2012	null	Xichang Satellite Launch Center	Long March 3C	35785.00000	35784.99709	14.42135	0	35785	0	14.42135	0	35785
"TianLian 4 (TL-1-04, CTDRS)"	NR (12/16)	"China Aerospace Science and Technology Corp. (CASC),China"	Government	Communications	GEO	35778	35793	0.000178	3.06	0.2200000	1436.100	2200.00	22/11/2016	null	Xichang Satellite Launch Center	Long March 3C	35785.50000	35785.49943	6.3698	0	35785.5	0	6.3698	0	35785.5
Tiantong-1-01	NR (11/16)	"China Telecom,China"	Government	Communications	GEO	35765	35805	0.000474	4.89	0.2300000	1436.050	2300.00	05/08/2016	null	Xichang Satellite Launch Center	Long March 3B	35785.00000	35784.99598	16.9621	0	35785	0	16.9621	0	35785
Tiantuo-2	NR	"National University of Defense Technology,China"	Government	Earth Observation/Communications	LEO	477	493	0.00117	97.42	0.0067000	94.310	67.00	08/09/2014	null	Taiyuan Launch Center	Long March 4B	485.00000	484.99967	0.56745	0	485	0	0.56745	0	485
