NameofSatellite	Country	Owner	Users	Purpose	ClassofOrbit	Perigeekm	Apogeekm	Eccentricity	Inclinationdegrees	Radius	Periodminutes	LaunchMass	DateofLaunch	ExpectedLifetime	LaunchSite	LaunchVehicle	major	minor	focus	theta	x	y	cx	cy	r
DirecTV-9S	USA	"DirecTV, Inc.,USA"	Commercial	Communications	GEO	35774	35798	0.000285	0.03	0.5500000	1436.100	5500.00	13/10/2006	15 yrs.	Guiana Space Center	Ariane 5 ECA	35786.00000	35785.99855	10.19901	0	35786	0	10.19901	0	35786
DLR Tubsat 	NR	"Deutsches Zentrum fí_r Luft- und Raumfahrt,Germany"	Government	Earth Science	LEO	712	732	0.00141	98.6	0.0045000	99.200	45.00	26/05/1999	1 yr.	Satish Dhawan Space Centre	PSLV C2	722.00000	721.99928	1.01802	0	722	0	1.01802	0	722
DMC 3-1 (Disaster Monitoring Constellation)	United Kingdom	"Surrey Satellite Technologies Ltd.,United Kingdom"	Commercial	Earth Observation	LEO	636	663	0.00192	98	0.0447000	97.710	447.00	10/07/2015	10 yrs.	Satish Dhawan Space Centre	PSLV	649.50000	649.49880	1.24704	0	649.5	0	1.24704	0	649.5
DMC 3-2 (Disaster Monitoring Constellation)	United Kingdom	"Surrey Satellite Technologies Ltd.,United Kingdom"	Commercial	Earth Observation	LEO	636	663	0.00192	98	0.0447000	97.710	447.00	10/07/2015	10 yrs.	Satish Dhawan Space Centre	PSLV	649.50000	649.49880	1.24704	0	649.5	0	1.24704	0	649.5
DMC 3-3 (Disaster Monitoring Constellation)	United Kingdom	"Surrey Satellite Technologies Ltd.,United Kingdom"	Commercial	Earth Observation	LEO	636	661	0.00178	98	0.0447000	97.690	447.00	10/07/2015	10 yrs.	Satish Dhawan Space Centre	PSLV	648.50000	648.49897	1.15433	0	648.5	0	1.15433	0	648.5
"DMSP 5D-2 F14 (Defense Meteorological Satellites Program, USA 131)"	USA	"DoD/NOAA,USA"	Military	Earth Observation	LEO	842	855	0.0009	98.9	0.1134000	101.900	1134.00	04/04/1997	5 yrs.	Vandenberg AFB	Titan 2	848.50000	848.49966	0.76365	0	848.5	0	0.76365	0	848.5
"DMSP 5D-3 F15 (Defense Meteorological Satellites Program, USA 147)"	USA	"DoD/NOAA,USA"	Military	Earth Observation	LEO	837	851	0.00097	98.9	0.1152000	101.800	1152.00	12/12/1999	5 yrs.	Vandenberg AFB	Titan 2	844.00000	843.99960	0.81868	0	844	0	0.81868	0	844
"DMSP 5D-3 F16 (Defense Meteorological Satellites Program, USA 172)"	USA	"DoD/NOAA,USA"	Military	Earth Observation	LEO	843	852	0.000623	98.9	0.1154000	101.870	1154.00	18/10/2003	5 yrs.	Vandenberg AFB	Titan 2	847.50000	847.49984	0.52799	0	847.5	0	0.52799	0	847.5
"DMSP 5D-3 F17 (Defense Meteorological Satellites Program, USA 173)"	USA	"DoD/NOAA,USA"	Military	Earth Observation	LEO	842	855	0.0009	98.79	0.1154000	101.890	1154.00	04/11/2006	5 yrs.	Vandenberg AFB	Delta 4	848.50000	848.49966	0.76365	0	848.5	0	0.76365	0	848.5
"DMSP 5D-3 F18 (Defense Meteorological Satellites Program, USA 210)"	USA	"DoD/NOAA,USA"	Military	Earth Observation	LEO	842	859	0.00118	98.93	0.1155000	101.940	1155.00	18/10/2009	5 yrs.	Vandenberg AFB	Atlas 5	850.50000	850.49941	1.00359	0	850.5	0	1.00359	0	850.5
Dove 1c-1  (0 Flock 1C-1 0903)	USA	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	605	621	0.00115	97.99	0.0004000	96.960	4.00	19/06/2014	5 yrs.	Dombarovsky Air Base	Dnepr	613.00000	612.99959	0.70495	0	613	0	0.70495	0	613
Dove 1c-10  (0 Flock 1C-10 090C)	USA	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	604	621	0.00122	97.99	0.0004000	96.950	4.00	19/06/2014	5 yrs.	Dombarovsky Air Base	Dnepr	612.50000	612.49954	0.74725	0	612.5	0	0.74725	0	612.5
Dove 1c-11 (0 Flock 1C-11 090D)	USA	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	606	622	0.00115	97.99	0.0004000	96.980	4.00	19/06/2014	5 yrs.	Dombarovsky Air Base	Dnepr	614.00000	613.99959	0.7061	0	614	0	0.7061	0	614
Dove 1c-2  (0 Flock 1C-2 0904)	USA	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	605	623	0.00129	97.99	0.0004000	96.980	4.00	19/06/2014	5 yrs.	Dombarovsky Air Base	Dnepr	614.00000	613.99949	0.79206	0	614	0	0.79206	0	614
Dove 1c-3  (0 Flock 1C-3 0905)	USA	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	608	624	0.00115	97.99	0.0004000	97.020	4.00	19/06/2014	5 yrs.	Dombarovsky Air Base	Dnepr	616.00000	615.99959	0.7084	0	616	0	0.7084	0	616
Dove 1c-4  (0 Flock 1C-4 0906)	USA	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	607	622	0.00107	97.99	0.0004000	96.980	4.00	19/06/2014	5 yrs.	Dombarovsky Air Base	Dnepr	614.50000	614.49965	0.65751	0	614.5	0	0.65751	0	614.5
Dove 1c-5  (0 Flock 1C-5 0907)	USA	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	606	625	0.00136	97.99	0.0004000	97.010	4.00	19/06/2014	5 yrs.	Dombarovsky Air Base	Dnepr	615.50000	615.49943	0.83708	0	615.5	0	0.83708	0	615.5
Dove 1c-6  (0 Flock 1C-6 0908)	USA	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	607	622	0.00107	97.99	0.0004000	96.990	4.00	19/06/2014	5 yrs.	Dombarovsky Air Base	Dnepr	614.50000	614.49965	0.65751	0	614.5	0	0.65751	0	614.5
Dove 1c-7  (0 Flock 1C-7 0909)	USA	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	606	620	0.001	97.99	0.0004000	96.960	4.00	19/06/2014	5 yrs.	Dombarovsky Air Base	Dnepr	613.00000	612.99969	0.613	0	613	0	0.613	0	613
Dove 1c-8  (0 Flock 1C-8 090A)	USA	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	607	625	0.00129	97.99	0.0004000	97.020	4.00	19/06/2014	5 yrs.	Dombarovsky Air Base	Dnepr	616.00000	615.99949	0.79464	0	616	0	0.79464	0	616
Dove 1c-9  (0 Flock 1C-9 090B)	USA	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	607	623	0.00115	97.99	0.0004000	96.990	4.00	19/06/2014	5 yrs.	Dombarovsky Air Base	Dnepr	615.00000	614.99959	0.70725	0	615	0	0.70725	0	615
Dove 2e-1 (0 Flock 2E-1 0C37)	NR	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	404	407	0.000221	51.6	0.0004000	92.600	4.00	17/05/2016	3 yrs.	International Space Station	Nanorack Deployer	405.50000	405.49999	0.08962	0	405.5	0	0.08962	0	405.5
Dove 2e-10 (0 Flock 2E-10 0C82)	NR	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	398	402	0.000295	51.6	0.0004000	92.500	4.00	01/06/2016	3 yrs.	International Space Station	Nanorack Deployer	400.00000	399.99998	0.118	0	400	0	0.118	0	400
Dove 2e-11 (0 Flock 2E-11 0C13)	NR	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	397	403	0.000443	51.6	0.0004000	92.500	4.00	01/06/2016	3 yrs.	International Space Station	Nanorack Deployer	400.00000	399.99996	0.1772	0	400	0	0.1772	0	400
Dove 2e-12 (0 Flock 2E-12 0C79)	NR	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	395	406	0.000812	51.6	0.0004000	92.500	4.00	01/06/2016	3 yrs.	International Space Station	Nanorack Deployer	400.50000	400.49987	0.32521	0	400.5	0	0.32521	0	400.5
Dove 2e-2 (0 Flock 2E-2 0C78)	NR	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	403	406	0.000221	51.6	0.0004000	92.600	4.00	17/05/2016	3 yrs.	International Space Station	Nanorack Deployer	404.50000	404.49999	0.08939	0	404.5	0	0.08939	0	404.5
Dove 2e-3 (0 Flock 2E-3 0C60)	NR	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	404	408	0.000295	51.6	0.0004000	92.500	4.00	17/05/2016	3 yrs.	International Space Station	Nanorack Deployer	406.00000	405.99998	0.11977	0	406	0	0.11977	0	406
Dove 2e-4 (0 Flock 2E-4 0C41)	NR	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	402	407	0.000369	51.6	0.0004000	92.500	4.00	17/05/2016	3 yrs.	International Space Station	Nanorack Deployer	404.50000	404.49997	0.14926	0	404.5	0	0.14926	0	404.5
Dove 2e-5 (0 Flock 2E-5 0C43)	NR	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	399	403	0.000295	51.6	0.0004000	92.500	4.00	30/05/2016	3 yrs.	International Space Station	Nanorack Deployer	401.00000	400.99998	0.11829	0	401	0	0.11829	0	401
Dove 2e-6 (0 Flock 2E-6 0C75)	NR	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	400	402	0.000148	51.6	0.0004000	92.500	4.00	30/05/2016	3 yrs.	International Space Station	Nanorack Deployer	401.00000	401.00000	0.05935	0	401	0	0.05935	0	401
Dove 2e-7 (0 Flock 2E-7 0C24)	NR	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	398	403	0.000369	51.6	0.0004000	92.500	4.00	31/05/2016	3 yrs.	International Space Station	Nanorack Deployer	400.50000	400.49997	0.14778	0	400.5	0	0.14778	0	400.5
Dove 2e-8 (0 Flock 2E-8 0C2B)	NR	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	397	404	0.000517	51.6	0.0004000	92.500	4.00	31/05/2016	3 yrs.	International Space Station	Nanorack Deployer	400.50000	400.49995	0.20706	0	400.5	0	0.20706	0	400.5
Dove 2e-9 (0 Flock 2E-9 0C14)	NR	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	398	403	0.000369	51.6	0.0004000	92.500	4.00	01/06/2016	3 yrs.	International Space Station	Nanorack Deployer	400.50000	400.49997	0.14778	0	400.5	0	0.14778	0	400.5
Dove 2ep-1 (0 Flock 2EP-1 0D05)	NR	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	399	402	0.000222	51.6	0.0004000	92.500	4.00	17/05/2016	3 yrs.	International Space Station	Nanorack Deployer	400.50000	400.49999	0.08891	0	400.5	0	0.08891	0	400.5
Dove 2ep-10 (0 Flock 2EP-10 0C65)	NR	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	398	403	0.000369	51.6	0.0004000	92.500	4.00	03/06/2016	3 yrs.	International Space Station	Nanorack Deployer	400.50000	400.49997	0.14778	0	400.5	0	0.14778	0	400.5
Dove 2ep-11 (0 Flock 2EP-11 0C27)	NR	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	397	403	0.000443	51.6	0.0004000	92.500	4.00	03/06/2016	3 yrs.	International Space Station	Nanorack Deployer	400.00000	399.99996	0.1772	0	400	0	0.1772	0	400
Dove 2ep-12 (0 Flock 2EP-12 0C81)	NR	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	398	403	0.000369	51.6	0.0004000	92.500	4.00	03/06/2016	3 yrs.	International Space Station	Nanorack Deployer	400.50000	400.49997	0.14778	0	400.5	0	0.14778	0	400.5
Dove 2ep-13 (0 Flock 2EP-13 0C45)	NR	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	397	408	0.000812	51.6	0.0004000	92.600	4.00	15/09/2016	3 yrs.	International Space Station	Nanorack Deployer	402.50000	402.49987	0.32683	0	402.5	0	0.32683	0	402.5
Dove 2ep-14 (0 Flock 2EP-14 0C56)	NR	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	397	408	0.000812	51.6	0.0004000	92.600	4.00	15/09/2016	3 yrs.	International Space Station	Nanorack Deployer	402.50000	402.49987	0.32683	0	402.5	0	0.32683	0	402.5
Dove 2ep-15 (0 Flock 2EP-15 0C54)	NR	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	399	408	0.000664	51.6	0.0004000	92.600	4.00	15/09/2016	3 yrs.	International Space Station	Nanorack Deployer	403.50000	403.49991	0.26792	0	403.5	0	0.26792	0	403.5
Dove 2ep-16 (0 Flock 2EP-16 0C0B)	NR	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	398	409	0.000812	51.6	0.0004000	92.600	4.00	15/09/2016	3 yrs.	International Space Station	Nanorack Deployer	403.50000	403.49987	0.32764	0	403.5	0	0.32764	0	403.5
Dove 2ep-17 (0 Flock 2EP-17 0C12)	NR	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	398	408	0.000738	51.6	0.0004000	92.600	4.00	15/09/2016	3 yrs.	International Space Station	Nanorack Deployer	403.00000	402.99989	0.29741	0	403	0	0.29741	0	403
Dove 2ep-18 (0 Flock 2EP-18 0C44)	NR	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	398	408	0.000738	51.6	0.0004000	92.600	4.00	16/09/2016	3 yrs.	International Space Station	Nanorack Deployer	403.00000	402.99989	0.29741	0	403	0	0.29741	0	403
Dove 2ep-19 (0 Flock 2EP-19 0C62)	NR	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	398	408	0.000738	51.6	0.0004000	92.600	4.00	15/09/2016	3 yrs.	International Space Station	Nanorack Deployer	403.00000	402.99989	0.29741	0	403	0	0.29741	0	403
Dove 2ep-2 (0 Flock 2EP-2 0C1B)	NR	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	400	401	0.0000738	51.6	0.0004000	92.500	4.00	17/05/2016	3 yrs.	International Space Station	Nanorack Deployer	400.50000	400.50000	0.02956	0	400.5	0	0.02956	0	400.5
Dove 2ep-20 (0 Flock 2EP-20 0C38)	NR	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	398	409	0.000812	51.6	0.0004000	92.600	4.00	17/09/2016	3 yrs.	International Space Station	Nanorack Deployer	403.50000	403.49987	0.32764	0	403.5	0	0.32764	0	403.5
Dove 2ep-3 (0 Flock 2EP-3 0D06)	NR	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	398	402	0.000295	51.6	0.0004000	92.500	4.00	17/05/2016	3 yrs.	International Space Station	Nanorack Deployer	400.00000	399.99998	0.118	0	400	0	0.118	0	400
Dove 2ep-4 (0 Flock 2EP-4 0C22)	NR	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	399	402	0.000222	51.6	0.0004000	92.500	4.00	17/05/2016	3 yrs.	International Space Station	Nanorack Deployer	400.50000	400.49999	0.08891	0	400.5	0	0.08891	0	400.5
Dove 2ep-5 (0 Flock 2EP-5 0C59)	NR	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	399	402	0.000222	51.6	0.0004000	92.500	4.00	01/06/2016	3 yrs.	International Space Station	Nanorack Deployer	400.50000	400.49999	0.08891	0	400.5	0	0.08891	0	400.5
Dove 2ep-6 (0 Flock 2EP-6 0C46)	NR	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	398	403	0.000369	51.6	0.0004000	92.500	4.00	01/06/2016	3 yrs.	International Space Station	Nanorack Deployer	400.50000	400.49997	0.14778	0	400.5	0	0.14778	0	400.5
Dove 2ep-7 (0 Flock 2EP-7 0C42)	NR	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	399	402	0.000222	51.6	0.0004000	92.500	4.00	01/06/2016	3 yrs.	International Space Station	Nanorack Deployer	400.50000	400.49999	0.08891	0	400.5	0	0.08891	0	400.5
Dove 2ep-8 (0 Flock 2EP-8 0C76)	NR	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	396	403	0.000517	51.6	0.0004000	92.500	4.00	01/06/2016	3 yrs.	International Space Station	Nanorack Deployer	399.50000	399.49995	0.20654	0	399.5	0	0.20654	0	399.5
Dove 2ep-9 (0 Flock 2EP-9 0C19)	NR	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	395	406	0.000812	51.6	0.0004000	92.500	4.00	03/06/2016	3 yrs.	International Space Station	Nanorack Deployer	400.50000	400.49987	0.32521	0	400.5	0	0.32521	0	400.5
Dove 2k-1 (0 Flock 2K-1 0F1A)	NR (10/17)	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	461	476	0.0011	97	0.0004000	94.000	4.00	14/07/2017	null	Baikonur Cosmodrome	Soyuz 2.1a	468.50000	468.49972	0.51535	0	468.5	0	0.51535	0	468.5
Dove 2k-10 (0 Flock 2K-10 0F32)	NR (10/17)	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	461	475	0.00102	97	0.0004000	94.000	4.00	14/07/2017	null	Baikonur Cosmodrome	Soyuz 2.1a	468.00000	467.99976	0.47736	0	468	0	0.47736	0	468
Dove 2k-11 (0 Flock 2K-11 0F33)	NR (10/17)	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	461	475	0.00102	97	0.0004000	94.000	4.00	14/07/2017	null	Baikonur Cosmodrome	Soyuz 2.1a	468.00000	467.99976	0.47736	0	468	0	0.47736	0	468
Dove 2k-12 (0 Flock 2K-12 0F36)	NR (10/17)	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	461	475	0.00102	97	0.0004000	94.000	4.00	14/07/2017	null	Baikonur Cosmodrome	Soyuz 2.1a	468.00000	467.99976	0.47736	0	468	0	0.47736	0	468
Dove 2k-13 (0 Flock 2K-13 0F37)	NR (10/17)	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	461	475	0.00102	97	0.0004000	94.000	4.00	14/07/2017	null	Baikonur Cosmodrome	Soyuz 2.1a	468.00000	467.99976	0.47736	0	468	0	0.47736	0	468
Dove 2k-14 (0 Flock 2K-14 0F3B)	NR (10/17)	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	461	475	0.00102	97	0.0004000	94.000	4.00	14/07/2017	null	Baikonur Cosmodrome	Soyuz 2.1a	468.00000	467.99976	0.47736	0	468	0	0.47736	0	468
Dove 2k-15 (0 Flock 2K-15 0F3C)	NR (10/17)	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	461	475	0.00102	97	0.0004000	94.000	4.00	14/07/2017	null	Baikonur Cosmodrome	Soyuz 2.1a	468.00000	467.99976	0.47736	0	468	0	0.47736	0	468
Dove 2k-16 (0 Flock 2K-16 0F3D)	NR (10/17)	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	461	475	0.00102	97	0.0004000	94.000	4.00	14/07/2017	null	Baikonur Cosmodrome	Soyuz 2.1a	468.00000	467.99976	0.47736	0	468	0	0.47736	0	468
Dove 2k-17 (0 Flock 2K-17 0F40)	NR (10/17)	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	460	475	0.0011	97	0.0004000	94.000	4.00	14/07/2017	null	Baikonur Cosmodrome	Soyuz 2.1a	467.50000	467.49972	0.51425	0	467.5	0	0.51425	0	467.5
Dove 2k-18 (0 Flock 2K-18 0F44)	NR (10/17)	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	461	475	0.00102	97	0.0004000	94.000	4.00	14/07/2017	null	Baikonur Cosmodrome	Soyuz 2.1a	468.00000	467.99976	0.47736	0	468	0	0.47736	0	468
Dove 2k-19 (0 Flock 2K-19 0F46)	NR (10/17)	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	460	475	0.0011	97	0.0004000	94.000	4.00	14/07/2017	null	Baikonur Cosmodrome	Soyuz 2.1a	467.50000	467.49972	0.51425	0	467.5	0	0.51425	0	467.5
Dove 2k-2 (0 Flock 2K-2 0F1E)	NR (10/17)	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	461	476	0.0011	97	0.0004000	94.000	4.00	14/07/2017	null	Baikonur Cosmodrome	Soyuz 2.1a	468.50000	468.49972	0.51535	0	468.5	0	0.51535	0	468.5
Dove 2k-20 (0 Flock 2K-20 0F47)	NR (10/17)	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	460	475	0.0011	97	0.0004000	94.000	4.00	14/07/2017	null	Baikonur Cosmodrome	Soyuz 2.1a	467.50000	467.49972	0.51425	0	467.5	0	0.51425	0	467.5
Dove 2k-21 (0 Flock 2K-21 0F49)	NR (10/17)	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	460	475	0.0011	97	0.0004000	94.000	4.00	14/07/2017	null	Baikonur Cosmodrome	Soyuz 2.1a	467.50000	467.49972	0.51425	0	467.5	0	0.51425	0	467.5
Dove 2k-22  (0 Flock  2K-22 0F4A)	NR (10/17)	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	460	475	0.0011	97	0.0004000	94.000	4.00	14/07/2017	null	Baikonur Cosmodrome	Soyuz 2.1a	467.50000	467.49972	0.51425	0	467.5	0	0.51425	0	467.5
Dove 2k-23 (0 Flock 2K-23 0F4B)	NR (10/17)	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	460	475	0.0011	97	0.0004000	94.000	4.00	14/07/2017	null	Baikonur Cosmodrome	Soyuz 2.1a	467.50000	467.49972	0.51425	0	467.5	0	0.51425	0	467.5
Dove 2k-24 (0 Flock 2K-24 0F4F)	NR (10/17)	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	459	474	0.0011	97	0.0004000	94.000	4.00	14/07/2017	null	Baikonur Cosmodrome	Soyuz 2.1a	466.50000	466.49972	0.51315	0	466.5	0	0.51315	0	466.5
Dove 2k-25 (0 Flock 2K-25 0F4D)	NR (10/17)	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	459	474	0.0011	97	0.0004000	94.000	4.00	14/07/2017	null	Baikonur Cosmodrome	Soyuz 2.1a	466.50000	466.49972	0.51315	0	466.5	0	0.51315	0	466.5
Dove 2k-26 (0 Flock 2K-26 0F53)	NR (10/17)	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	459	474	0.0011	97	0.0004000	94.000	4.00	14/07/2017	null	Baikonur Cosmodrome	Soyuz 2.1a	466.50000	466.49972	0.51315	0	466.5	0	0.51315	0	466.5
Dove 2k-27 (0 Flock 2K-27 0F54)	NR (10/17)	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	459	474	0.0011	97	0.0004000	94.000	4.00	14/07/2017	null	Baikonur Cosmodrome	Soyuz 2.1a	466.50000	466.49972	0.51315	0	466.5	0	0.51315	0	466.5
Dove 2k-28 (0 Flock 2K-28 1047)	NR (10/17)	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	459	474	0.0011	97	0.0004000	94.000	4.00	14/07/2017	null	Baikonur Cosmodrome	Soyuz 2.1a	466.50000	466.49972	0.51315	0	466.5	0	0.51315	0	466.5
Dove 2k-29  (0 Flock 2K-29 1048)	NR (10/17)	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	459	474	0.0011	97	0.0004000	94.000	4.00	14/07/2017	null	Baikonur Cosmodrome	Soyuz 2.1a	466.50000	466.49972	0.51315	0	466.5	0	0.51315	0	466.5
Dove 2k-3 (0 Flock 2K-3 0F21)	NR (10/17)	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	461	476	0.0011	97	0.0004000	94.000	4.00	14/07/2017	null	Baikonur Cosmodrome	Soyuz  2.1a	468.50000	468.49972	0.51535	0	468.5	0	0.51535	0	468.5
Dove 2k-30 (0 Flock 2K-30 1049)	NR (10/17)	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	459	474	0.0011	97	0.0004000	94.000	4.00	14/07/2017	null	Baikonur Cosmodrome	Soyuz 2.1a	466.50000	466.49972	0.51315	0	466.5	0	0.51315	0	466.5
Dove 2k-31 (0 Flock 2K-31 104A)	NR (10/17)	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	459	474	0.0011	97	0.0004000	94.000	4.00	14/07/2017	null	Baikonur Cosmodrome	Soyuz 2.1a	466.50000	466.49972	0.51315	0	466.5	0	0.51315	0	466.5
Dove 2k-32 (0 Flock 2K-32  104B)	NR (10/17)	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	458	475	0.00124	97	0.0004000	94.000	4.00	14/07/2017	null	Baikonur Cosmodrome	Soyuz 2.1a	466.50000	466.49964	0.57846	0	466.5	0	0.57846	0	466.5
Dove 2k-33 (0 Flock 2K-33 104C)	NR (10/17)	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	458	475	0.00124	97	0.0004000	94.000	4.00	14/07/2017	null	Baikonur Cosmodrome	Soyuz 2.1a	466.50000	466.49964	0.57846	0	466.5	0	0.57846	0	466.5
Dove 2k-34 (0 Flock 2K-34 104D)	NR (10/17)	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	458	475	0.00124	97	0.0004000	94.000	4.00	14/07/2017	null	Baikonur Cosmodrome	Soyuz 2.1a	466.50000	466.49964	0.57846	0	466.5	0	0.57846	0	466.5
Dove 2k-35 (0 Flock 2K-35 104E)	NR (10/17)	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	458	475	0.00124	97	0.0004000	94.000	4.00	14/07/2017	null	Baikonur Cosmodrome	Soyuz 2.1a	466.50000	466.49964	0.57846	0	466.5	0	0.57846	0	466.5
Dove 2k-36 (0 Flock 2K-36 104F)	NR (10/17)	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	458	475	0.00124	97	0.0004000	94.000	4.00	14/07/2017	null	Baikonur Cosmodrome	Soyuz 2.1a	466.50000	466.49964	0.57846	0	466.5	0	0.57846	0	466.5
Dove 2k-37 (0 Flock 2K-37 1050)	NR (10/17)	"Planet Labs, Inc.,USA"	Commercial	Earth Observation	LEO	458	475	0.00124	97	0.0004000	94.000	4.00	14/07/2017	null	Baikonur Cosmodrome	Soyuz 2.1a	466.50000	466.49964	0.57846	0	466.5	0	0.57846	0	466.5
